Data,Hora,Year,Month,Valor,Descrição,,
22/12/22,13:13,2022,Dez,100.00,Transferência_LuchtTransportesLtda,,"100,00"
22/12/22,13:16,2022,Dez,-74.00,Aniltondemori Cu,,"-74,00"
23/12/22,06:06,2022,Dez,0.02,Remuneração-Cta Pgto,,"0,02"
23/12/22,10:36,2022,Dez,-15.00,Auto Posto Jiris Cu,,"-15,00"
23/12/22,13:52,2022,Dez,-14.00,Restaurante E Churrasc Ar,,"-14,00"
27/12/22,16:04,2022,Dez,2000.00,Transferência_LuchtTransportesLtda,,"2000,00"
27/12/22,19:24,2022,Dez,-1290.00,Pix Enviado-Conta Transacional,,"-1290,00"
28/12/22,06:06,2022,Dez,0.02,Remuneração-Cta Pgto,,"0,02"
29/12/22,05:55,2022,Dez,-619.00,Posto Pirapatos Jo,,"-619,00"
29/12/22,06:07,2022,Dez,0.02,Remuneração-Cta Pgto,,"0,02"
29/12/22,10:47,2022,Dez,490.00,Transferência_LuchtTransportesLtda,,"490,00"
29/12/22,13:01,2022,Dez,-583.00,Posto Dwg Buriti Gu,,"-583,00"
11/01/23,15:30,2023,Jan,350.00,Transferência_LuchtTransportesLtda,,"350,00"
11/01/23,16:06,2023,Jan,-347.13,Posto 47 Ma,,"-347,13"
11/01/23,16:58,2023,Jan,778.40,Transferência entre Contas,,"778,40"
11/01/23,18:21,2023,Jan,700.00,Transferência_LuchtTransportesLtda,,"700,00"
11/01/23,18:31,2023,Jan,-699.97,Posto 47 Ma,,"-699,97"
12/01/23,06:08,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
12/01/23,19:36,2023,Jan,-700.00,Transferência para Lucht Transportes Ltda,,"-700,00"
13/01/23,06:08,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
14/01/23,06:07,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
15/01/23,06:05,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
16/01/23,11:33,2023,Jan,778.40,Transferência entre Contas,,"778,40"
16/01/23,19:00,2023,Jan,-800.00,Pix Enviado-Conta Transacional,,"-800,00"
17/01/23,06:07,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
18/01/23,06:06,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
19/01/23,06:08,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
19/01/23,17:04,2023,Jan,800.00,Transferência_LuchtTransportesLtda,,"800,00"
19/01/23,17:10,2023,Jan,-700.00,Pix Enviado-Conta Transacional,,"-700,00"
21/01/23,06:08,2023,Jan,0.02,Remuneração-Cta Pgto,,"0,02"
22/01/23,11:30,2023,Jan,-160.00,Supermercado Novo Ven Co,,"-160,00"
23/01/23,22:41,2023,Jan,100.00,Transferência_LuchtTransportesLtda,,"100,00"
24/01/23,08:19,2023,Jan,-20.00,A R De M Fontana Me Vi,,"-20,00"
24/01/23,08:35,2023,Jan,-4.00,A R De M Fontana Me Vi,,"-4,00"
24/01/23,08:57,2023,Jan,400.00,Transferência_LuchtTransportesLtda,,"400,00"
24/01/23,09:43,2023,Jan,-476.00,Parada Grande Combust Vi,,"-476,00"
24/01/23,19:25,2023,Jan,350.00,Transferência_LuchtTransportesLtda,,"350,00"
24/01/23,19:50,2023,Jan,-349.00,S C De Figueiredo Ta,,"-349,00"
26/01/23,12:14,2023,Jan,778.40,Transferência entre Contas,,"778,40"
27/01/23,06:08,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
28/01/23,06:08,2023,Jan,0.04,Remuneração-Cta Pgto,,"0,04"
28/01/23,11:33,2023,Jan,-500.00,Transferência para Lucht Transportes Ltda,,"-500,00"
29/01/23,06:07,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
30/01/23,06:07,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
31/01/23,06:08,2023,Jan,0.01,Remuneração-Cta Pgto,,"0,01"
31/01/23,10:52,2023,Jan,-250.00,Auto Posto Jiris Cu,,"-250,00"
01/02/23,06:08,2023,Fev,0.02,Remuneração-Cta Pgto,,"0,02"
01/02/23,10:05,2023,Fev,300.00,Transferência_LuchtTransportesLtda,,"300,00"
01/02/23,10:08,2023,Fev,-300.00,Saque Nacional ELO,,"-300,00"
01/02/23,12:21,2023,Fev,-11.00,Auto Posto Jiris Cu,,"-11,00"
02/02/23,21:38,2023,Fev,80.00,Transferência_LuchtTransportesLtda,,"80,00"
02/02/23,22:04,2023,Fev,-99.00,Maru2 Sa,,"-99,00"
06/02/23,19:00,2023,Fev,150.00,Transferência_LuchtTransportesLtda,,"150,00"
06/02/23,20:34,2023,Fev,-100.00,Saque Nacional ELO,,"-100,00"
11/02/23,19:08,2023,Fev,-36.61,Beef & Cia Cu,,"-36,61"
12/02/23,20:37,2023,Fev,-13.00,Dg Bebidas Cu,,"-13,00"
15/02/23,19:43,2023,Fev,200.00,Transferência_LuchtTransportesLtda,,"200,00"
15/02/23,19:52,2023,Fev,-200.00,Auto Posto Jiris Cu,,"-200,00"
16/02/23,13:57,2023,Fev,25.00,Transferência_LuchtTransportesLtda,,"25,00"
16/02/23,17:59,2023,Fev,200.00,Transferência_LuchtTransportesLtda,,"200,00"
16/02/23,20:30,2023,Fev,-10.00,Tycoon *Auto Posto Cru Cu,,"-10,00"
16/02/23,20:34,2023,Fev,-100.00,Saque Nacional ELO,,"-100,00"
16/02/23,20:40,2023,Fev,150.00,Transferência_LuchtTransportesLtda,,"150,00"
16/02/23,20:54,2023,Fev,-107.70,Supermercado Poema Cu,,"-107,70"
16/02/23,22:19,2023,Fev,-68.00,Pinkdogthebest Cu,,"-68,00"
18/02/23,07:09,2023,Fev,137.00,Transferência_LuchtTransportesLtda,,"137,00"
18/02/23,07:10,2023,Fev,-100.00,Saque Nacional ELO,,"-100,00"
18/02/23,07:39,2023,Fev,-71.80,Postos Pelanda 116 Cu,,"-71,80"
18/02/23,08:48,2023,Fev,-12.00,Churrascaria Sao Bento Ca,,"-12,00"
18/02/23,08:50,2023,Fev,-11.00,Auto Posto Doege Ca,,"-11,00"
22/02/23,23:46,2023,Fev,-30.00,Bar Scariot Pa,,"-30,00"
23/02/23,12:04,2023,Fev,100.00,Transferência_LuchtTransportesLtda,,"100,00"
23/02/23,13:06,2023,Fev,-52.00,Janete Ines Berte Pa,,"-52,00"
23/02/23,16:05,2023,Fev,-22.00,Thiago Da Silva Biato Pa,,"-22,00"
25/02/23,20:24,2023,Fev,-230.00,Pix Enviado-Conta Transacional,,"-230,00"
25/02/23,20:25,2023,Fev,250.00,Transferência_LuchtTransportesLtda,,"250,00"
25/02/23,20:39,2023,Fev,100.00,Transferência_LuchtTransportesLtda,,"100,00"
26/02/23,20:21,2023,Fev,-100.00,Transferência para Lucht Transportes Ltda,,"-100,00"
27/02/23,09:37,2023,Fev,778.40,Transferência entre Contas,,"778,40"
27/02/23,12:57,2023,Fev,-30.00,Big Pastel Pa,,"-30,00"
27/02/23,16:36,2023,Fev,-700.00,Pix Enviado-Conta Transacional,,"-700,00"
27/02/23,21:28,2023,Fev,-48.00,Bar Scariot Pa,,"-48,00"
27/02/23,21:59,2023,Fev,-16.00,Lucaslanches Pa,,"-16,00"
01/03/23,18:21,2023,Mar,-30.00,Transferência para Lucht Transportes Ltda,,"-30,00"
02/03/23,13:14,2023,Mar,778.40,Transferência entre Contas,,"778,40"
03/03/23,08:16,2023,Mar,250.00,Transferência_LuchtTransportesLtda,,"250,00"
03/03/23,08:55,2023,Mar,-60.00,Freios J Camargo Cu,,"-60,00"
03/03/23,10:30,2023,Mar,-163.41,Merc Nossa Senho Ap Cu,,"-163,41"
03/03/23,15:15,2023,Mar,-300.00,Transferência para Lucht Transportes Ltda,,"-300,00"
03/03/23,17:44,2023,Mar,-400.00,Transferência para Lucht Transportes Ltda,,"-400,00"
08/03/23,13:56,2023,Mar,-50.00,Transferência para Lucht Transportes Ltda,,"-50,00"
09/03/23,09:31,2023,Mar,200.00,Transferência_LuchtTransportesLtda,,"200,00"
09/03/23,09:53,2023,Mar,-242.00,Auto Posto Jiris Cu,,"-242,00"
09/03/23,13:39,2023,Mar,30.00,Transferência_LuchtTransportesLtda,,"30,00"
09/03/23,13:45,2023,Mar,-23.00,Sandraoliveira Fa,,"-23,00"
09/03/23,14:46,2023,Mar,-12.50,Auto Posto Jiris Cu,,"-12,50"
10/03/23,12:05,2023,Mar,50.00,Transferência_LuchtTransportesLtda,,"50,00"
10/03/23,12:18,2023,Mar,200.00,Transferência_LuchtTransportesLtda,,"200,00"
10/03/23,13:40,2023,Mar,-96.00,Mp *Panelamineira Os,,"-96,00"
10/03/23,15:06,2023,Mar,-50.00,Saque Nacional ELO,,"-50,00"
11/03/23,07:18,2023,Mar,400.00,Transferência_LuchtTransportesLtda,,"400,00"
11/03/23,08:47,2023,Mar,-12.00,Postocidade Cu,,"-12,00"
11/03/23,08:48,2023,Mar,-400.00,Postodacidade Cu,,"-400,00"
11/03/23,14:40,2023,Mar,-28.00,Sds Refeicoes Empresar Po,,"-28,00"
11/03/23,17:43,2023,Mar,-19.00,Sds Refeicoes Empresar Po,,"-19,00"
11/03/23,21:49,2023,Mar,300.00,Transferência_LuchtTransportesLtda,,"300,00"
11/03/23,22:07,2023,Mar,200.00,Transferência_LuchtTransportesLtda,,"200,00"
11/03/23,23:05,2023,Mar,-59.80,Mz Restaurante Po,,"-59,80"
11/03/23,23:09,2023,Mar,-11.00,Mz Restaurante Po,,"-11,00"
12/03/23,07:10,2023,Mar,-15.00,Mahle Torre Alta Po,,"-15,00"
12/03/23,07:46,2023,Mar,-404.64,Mahle Torre Alta Po,,"-404,64"
14/03/23,11:30,2023,Mar,-25.00,Everlinfrancada Pa,,"-25,00"
14/03/23,19:34,2023,Mar,-38.00,Bar Scariot Pa,,"-38,00"
16/03/23,08:23,2023,Mar,325.00,Transferência_LuchtTransportesLtda,,"325,00"
16/03/23,09:38,2023,Mar,-25.00,Pix Enviado-Conta Transacional,,"-25,00"
16/03/23,10:27,2023,Mar,-700.00,Pix Enviado-Conta Transacional,,"-700,00"
16/03/23,10:31,2023,Mar,1400.00,Transferência_LuchtTransportesLtda,,"1400,00"
16/03/23,12:24,2023,Mar,-149.00,Pix Enviado-Conta Transacional,,"-149,00"
16/03/23,17:23,2023,Mar,-120.00,Pix Enviado-Conta Transacional,,"-120,00"
16/03/23,17:27,2023,Mar,-50.00,Cleversonluizoba Cu,,"-50,00"
16/03/23,18:21,2023,Mar,-160.00,Borracharia Cu,,"-160,00"
17/03/23,07:49,2023,Mar,-431.55,P Tio Zico Ltda Pr 61 Ar,,"-431,55"
17/03/23,13:04,2023,Mar,-5.99,Posto Triangulo Sa,,"-5,99"
18/03/23,10:10,2023,Mar,-1647.00,Pix Enviado-Conta Transacional,,"-1647,00"
18/03/23,10:12,2023,Mar,1700.00,Transferência_LuchtTransportesLtda,,"1700,00"
19/03/23,12:06,2023,Mar,-50.00,Transferência para Lucht Transportes Ltda,,"-50,00"
20/03/23,16:45,2023,Mar,-40.00,Transferência para Lucht Transportes Ltda,,"-40,00"
23/03/23,16:50,2023,Mar,320.00,Transferência_LuchtTransportesLtda,,"320,00"
23/03/23,23:50,2023,Mar,-10.00,Thiago Da Silva Biato Pa,,"-10,00"
24/03/23,07:33,2023,Mar,-16.00,Thiago Da Silva Biato Pa,,"-16,00"
24/03/23,12:21,2023,Mar,-80.00,Pix Enviado-Conta Transacional,,"-80,00"
24/03/23,12:23,2023,Mar,80.00,Transferência_LuchtTransportesLtda,,"80,00"
24/03/23,13:13,2023,Mar,-300.00,Transferência para Lucht Transportes Ltda,,"-300,00"
24/03/23,17:41,2023,Mar,-40.00,Pix Enviado-Conta Transacional,,"-40,00"
24/03/23,17:41,2023,Mar,40.00,Pix Env Não Processado,,"40,00"
26/03/23,18:58,2023,Mar,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
26/03/23,19:01,2023,Mar,-400.00,Pix Enviado-Conta Transacional,,"-400,00"
27/03/23,08:45,2023,Mar,350.00,Pix Env Não Processado,,"350,00"
27/03/23,08:45,2023,Mar,-350.00,Pix Enviado-Conta Transacional,,"-350,00"
27/03/23,08:52,2023,Mar,-350.00,Pix Enviado-Conta Transacional,,"-350,00"
27/03/23,08:52,2023,Mar,350.00,Pix Env Não Processado,,"350,00"
27/03/23,11:43,2023,Mar,-261.00,Agro Sj Cu,,"-261,00"
27/03/23,11:52,2023,Mar,-31.00,Mp *Frutariapipas Os,,"-31,00"
27/03/23,12:13,2023,Mar,-224.31,Merc Nossa Senho Ap Cu,,"-224,31"
27/03/23,15:22,2023,Mar,4670.40,Transferência entre Contas,,"4670,40"
27/03/23,15:57,2023,Mar,-4600.00,Pix Enviado-Conta Transacional,,"-4600,00"
27/03/23,16:17,2023,Mar,-130.00,Pix Enviado-Conta Transacional,,"-130,00"
27/03/23,16:49,2023,Mar,300.00,Transferência_LuchtTransportesLtda,,"300,00"
27/03/23,16:51,2023,Mar,-183.81,Pix Enviado-Conta Transacional,,"-183,81"
27/03/23,17:27,2023,Mar,-125.00,Pix Enviado-Conta Transacional,,"-125,00"
27/03/23,17:38,2023,Mar,770.00,Transferência_LuchtTransportesLtda,,"770,00"
27/03/23,17:39,2023,Mar,-750.00,Pix Enviado-Conta Transacional,,"-750,00"
27/03/23,18:57,2023,Mar,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
27/03/23,18:59,2023,Mar,150.00,Pix Env Não Processado,,"150,00"
27/03/23,18:59,2023,Mar,-150.00,Pix Enviado-Conta Transacional,,"-150,00"
27/03/23,19:01,2023,Mar,-258.00,Pix Enviado-Conta Transacional,,"-258,00"
27/03/23,19:03,2023,Mar,150.00,Pix Env Não Processado,,"150,00"
27/03/23,19:03,2023,Mar,-150.00,Pix Enviado-Conta Transacional,,"-150,00"
28/03/23,08:03,2023,Mar,-313.00,Pix Enviado-Conta Transacional,,"-313,00"
28/03/23,09:38,2023,Mar,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
28/03/23,10:01,2023,Mar,-571.00,Auto Posto Jiris Cu,,"-571,00"
28/03/23,10:37,2023,Mar,-59.84,Pix Enviado-Conta Transacional,,"-59,84"
28/03/23,10:55,2023,Mar,-162.56,Servopa Caminhoes Cu,,"-162,56"
28/03/23,11:13,2023,Mar,-50.00,Sdretifica Sa,,"-50,00"
28/03/23,11:50,2023,Mar,2335.20,Transferência entre Contas,,"2335,20"
28/03/23,13:05,2023,Mar,-258.00,Pix Enviado-Conta Transacional,,"-258,00"
28/03/23,13:09,2023,Mar,-325.00,Pix Enviado-Conta Transacional,,"-325,00"
28/03/23,13:22,2023,Mar,-500.03,Maru2 Sa,,"-500,03"
28/03/23,14:50,2023,Mar,-130.00,Pix Enviado-Conta Transacional,,"-130,00"
28/03/23,15:23,2023,Mar,-365.74,Pagamento de Contas,,"-365,74"
28/03/23,15:24,2023,Mar,-159.00,Pix Enviado-Conta Transacional,,"-159,00"
28/03/23,15:41,2023,Mar,240.00,Transferência_LuchtTransportesLtda,,"240,00"
28/03/23,15:42,2023,Mar,-1375.96,Pix Enviado-Conta Transacional,,"-1375,96"
28/03/23,18:13,2023,Mar,-34.00,Mini Mercado Safra Pa,,"-34,00"
29/03/23,07:54,2023,Mar,-40.00,Andreia A P Sauhtier Al,,"-40,00"
29/03/23,09:09,2023,Mar,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
29/03/23,09:12,2023,Mar,-600.00,Pix Enviado-Conta Transacional,,"-600,00"
29/03/23,11:01,2023,Mar,-166.09,Pix Enviado-Conta Transacional,,"-166,09"
29/03/23,13:05,2023,Mar,-99.00,Auto Posto Jiris Cu,,"-99,00"
29/03/23,14:23,2023,Mar,500.00,Transferência_LuchtTransportesLtda,,"500,00"
29/03/23,14:41,2023,Mar,-550.00,V Koziol Comercio E Cu,,"-550,00"
29/03/23,17:04,2023,Mar,100.00,Transferência_LuchtTransportesLtda,,"100,00"
29/03/23,17:09,2023,Mar,-140.00,Pix Enviado-Conta Transacional,,"-140,00"
29/03/23,19:16,2023,Mar,100.00,Transferência_LuchtTransportesLtda,,"100,00"
29/03/23,19:17,2023,Mar,100.00,Pix Env Não Processado,,"100,00"
29/03/23,19:17,2023,Mar,-100.00,Pix Enviado-Conta Transacional,,"-100,00"
29/03/23,19:23,2023,Mar,100.00,Pix Env Não Processado,,"100,00"
29/03/23,19:23,2023,Mar,-100.00,Pix Enviado-Conta Transacional,,"-100,00"
30/03/23,09:04,2023,Mar,350.00,Transferência_LuchtTransportesLtda,,"350,00"
30/03/23,09:20,2023,Mar,-530.00,Auto Posto Jiris Cu,,"-530,00"
30/03/23,11:21,2023,Mar,300.00,Transferência_LuchtTransportesLtda,,"300,00"
30/03/23,11:33,2023,Mar,-300.00,Postodacidade Cu,,"-300,00"
30/03/23,13:00,2023,Mar,800.00,Transferência_LuchtTransportesLtda,,"800,00"
30/03/23,13:07,2023,Mar,-600.00,Pix Enviado-Conta Transacional,,"-600,00"
30/03/23,13:12,2023,Mar,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
30/03/23,13:15,2023,Mar,-258.00,Pix Enviado-Conta Transacional,,"-258,00"
30/03/23,17:35,2023,Mar,-100.00,Pix Enviado-Conta Transacional,,"-100,00"
31/03/23,07:41,2023,Mar,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
31/03/23,07:43,2023,Mar,-1000.00,Pix Enviado-Conta Transacional,,"-1000,00"
31/03/23,08:40,2023,Mar,950.00,Transferência_LuchtTransportesLtda,,"950,00"
31/03/23,08:41,2023,Mar,-750.00,Pix Enviado-Conta Transacional,,"-750,00"
31/03/23,08:42,2023,Mar,-350.00,Pix Enviado-Conta Transacional,,"-350,00"
31/03/23,09:01,2023,Mar,-350.00,Pix Enviado-Conta Transacional,,"-350,00"
31/03/23,09:04,2023,Mar,600.00,Transferência_LuchtTransportesLtda,,"600,00"
31/03/23,11:29,2023,Mar,200.00,Transferência_LuchtTransportesLtda,,"200,00"
31/03/23,11:31,2023,Mar,-200.00,Pix Enviado-Conta Transacional,,"-200,00"
31/03/23,17:09,2023,Mar,-500.00,Pix Enviado-Conta Transacional,,"-500,00"
31/03/23,17:13,2023,Mar,-430.00,Pix Enviado-Conta Transacional,,"-430,00"
31/03/23,18:51,2023,Mar,100.00,Transferência_LuchtTransportesLtda,,"100,00"
31/03/23,18:54,2023,Mar,-100.00,Pix Enviado-Conta Transacional,,"-100,00"
31/03/23,19:42,2023,Mar,-17.99,Maru2 Sa,,"-17,99"
31/03/23,22:04,2023,Mar,200.00,Transferência_LuchtTransportesLtda,,"200,00"
31/03/23,22:19,2023,Mar,-21.00,Mini Mercado Safra Pa,,"-21,00"
01/04/23,06:39,2023,Abr,-10.00,Ton*Carla Sa,,"-10,00"
01/04/23,09:03,2023,Abr,-11.00,Ton*Carla Sa,,"-11,00"
01/04/23,12:01,2023,Abr,-64.00,Jairodamaia Mo,,"-64,00"
01/04/23,13:59,2023,Abr,-14.00,Auto Posto Jiris Cu,,"-14,00"
02/04/23,08:59,2023,Abr,60.00,Transferência_LuchtTransportesLtda,,"60,00"
02/04/23,10:15,2023,Abr,-145.00,P Tio Zico Ltda Pr 61 Ar,,"-145,00"
04/04/23,11:03,2023,Abr,778.40,Transferência entre Contas,,"778,40"
04/04/23,11:12,2023,Abr,200.00,Transferência_LuchtTransportesLtda,,"200,00"
04/04/23,11:14,2023,Abr,-172.00,Pix Enviado-Conta Transacional,,"-172,00"
04/04/23,11:38,2023,Abr,-270.00,Pix Enviado-Conta Transacional,,"-270,00"
04/04/23,13:27,2023,Abr,3000.00,Transferência_LuchtTransportesLtda,,"3000,00"
04/04/23,13:40,2023,Abr,-800.00,Pix Enviado-Conta Transacional,,"-800,00"
04/04/23,13:45,2023,Abr,-2101.05,,,"-2101,05"
04/04/23,13:55,2023,Abr,-20.00,_upward Pix Enviado-Conta Transacional,,"-20,00"
04/04/23,16:16,2023,Abr,-399.99,Pix Enviado-Conta Transacional,,"-399,99"
04/04/23,19:08,2023,Abr,-200.00,Pix Enviado-Conta Transacional,,"-200,00"
05/04/23,10:20,2023,Abr,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
05/04/23,10:22,2023,Abr,-430.00,Pix Enviado-Conta Transacional,,"-430,00"
05/04/23,10:25,2023,Abr,-500.00,Pix Enviado-Conta Transacional,,"-500,00"
05/04/23,11:28,2023,Abr,-50.00,Pix Enviado-Conta Transacional,,"-50,00"
05/04/23,12:39,2023,Abr,778.40,Transferência entre Contas,,"778,40"
05/04/23,14:12,2023,Abr,-30.00,Pix Enviado-Conta Transacional,,"-30,00"
05/04/23,16:25,2023,Abr,-78.94,Pix Enviado-Conta Transacional,,"-78,94"
05/04/23,17:03,2023,Abr,-274.47,Pix Enviado-Conta Transacional,,"-274,47"
05/04/23,17:04,2023,Abr,274.47,Pix Env Não Processado,,"274,47"
05/04/23,17:05,2023,Abr,-274.47,Pix Enviado-Conta Transacional,,"-274,47"
05/04/23,17:09,2023,Abr,-350.00,Pix Enviado-Conta Transacional,,"-350,00"
05/04/23,17:21,2023,Abr,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
05/04/23,17:27,2023,Abr,-412.76,Pix Enviado-Conta Transacional,,"-412,76"
05/04/23,18:28,2023,Abr,-258.00,Pix Enviado-Conta Transacional,,"-258,00"
05/04/23,18:53,2023,Abr,-5.00,Barcolaco Cu,,"-5,00"
05/04/23,19:00,2023,Abr,-100.00,Saque Nacional ELO,,"-100,00"
05/04/23,19:15,2023,Abr,-136.58,Pix Enviado-Conta Transacional,,"-136,58"
05/04/23,20:49,2023,Abr,1000.00,Transferência_LuchtTransportesLtda,,"1000,00"
05/04/23,20:50,2023,Abr,-400.00,Pix Enviado-Conta Transacional,,"-400,00"
06/04/23,11:38,2023,Abr,-552.83,Pix Enviado-Conta Transacional,,"-552,83"
06/04/23,14:13,2023,Abr,-32.00,Big Pastel Pa,,"-32,00"
06/04/23,14:57,2023,Abr,1250.00,Transferência_LuchtTransportesLtda,,"1250,00"
06/04/23,14:58,2023,Abr,-1250.00,Pix Enviado-Conta Transacional,,"-1250,00"
06/04/23,17:16,2023,Abr,-120.00,Pix Enviado-Conta Transacional,,"-120,00"
07/04/23,07:44,2023,Abr,-20.00,Ton*Carla Sa,,"-20,00"
07/04/23,12:50,2023,Abr,100.00,Transferência_LuchtTransportesLtda,,"100,00"
07/04/23,13:10,2023,Abr,-30.00,Big Pastel Pa,,"-30,00"
07/04/23,16:45,2023,Abr,-15.00,Mini Mercado Safra Pa,,"-15,00"
10/04/23,14:03,2023,Abr,480.00,Transferência_LuchtTransportesLtda,,"480,00"
10/04/23,15:03,2023,Abr,-550.00,Pix Enviado-Conta Transacional,,"-550,00"
10/04/23,15:08,2023,Abr,827.05,Transferência entre Contas,,"827,05"
11/04/23,10:14,2023,Abr,-150.00,Auto Posto Jiris Cu,,"-150,00"
11/04/23,11:00,2023,Abr,-337.50,Merc Nossa Senho Ap Cu,,"-337,50"
11/04/23,11:46,2023,Abr,-22.90,Farmacia Osmofar Ltda Cu,,"-22,90"
11/04/23,15:31,2023,Abr,3000.00,Transferência_LuchtTransportesLtda,,"3000,00"
11/04/23,15:37,2023,Abr,-1650.00,Pagamento de Contas,,"-1650,00"
11/04/23,15:39,2023,Abr,-262.51,Pix Enviado-Conta Transacional,,"-262,51"
11/04/23,15:42,2023,Abr,-300.00,Pix Enviado-Conta Transacional,,"-300,00"
11/04/23,15:53,2023,Abr,-258.00,Pix Enviado-Conta Transacional,,"-258,00"
11/04/23,16:07,2023,Abr,-500.00,Pix Enviado-Conta Transacional,,"-500,00"
11/04/23,16:16,2023,Abr,500.00,Transferência_LuchtTransportesLtda,,"500,00"
11/04/23,16:33,2023,Abr,-600.00,Pix Enviado-Conta Transacional,,"-600,00"
11/04/23,19:52,2023,Abr,-461.50,Pix Enviado-Conta Transacional,,"-461,50"
11/04/23,19:52,2023,Abr,200.00,Transferência_LuchtTransportesLtda,,"200,00"
12/04/23,06:58,2023,Abr,-11.98,Pao Nobre Cu,,"-11,98"
12/04/23,06:59,2023,Abr,30.00,Transferência_LuchtTransportesLtda,,"30,00"
12/04/23,09:03,2023,Abr,-18.39,Pao Nobre Cu,,"-18,39"
12/04/23,11:01,2023,Abr,300.00,Transferência_LuchtTransportesLtda,,"300,00"
12/04/23,11:02,2023,Abr,-300.00,Pix Enviado-Conta Transacional,,"-300,00"
12/04/23,17:18,2023,Abr,50.00,Transferência_LuchtTransportesLtda,,"50,00"
12/04/23,17:28,2023,Abr,2100.00,Transferência_LuchtTransportesLtda,,"2100,00"
12/04/23,17:29,2023,Abr,-1900.00,Pix Enviado-Conta Transacional,,"-1900,00"
12/04/23,18:27,2023,Abr,-66.00,Transferência para Lucht Transportes Ltda,,"-66,00"
12/04/23,21:05,2023,Abr,-200.00,Pix Enviado-Conta Transacional,,"-200,00"
13/04/23,19:11,2023,Abr,-700.00,Pix Enviado-Conta Transacional,,"-700,00"
13/04/23,19:11,2023,Abr,930.00,Transferência_LuchtTransportesLtda,,"930,00"
13/04/23,19:18,2023,Abr,-172.00,Pix Enviado-Conta Transacional,,"-172,00"
14/04/23,11:47,2023,Abr,3000.00,Transferência_LuchtTransportesLtda,,"3000,00"
14/04/23,12:11,2023,Abr,-1431.15,Pix Enviado-Conta Transacional,,"-1431,15"
14/04/23,12:13,2023,Abr,-172.00,Pix Enviado-Conta Transacional,,"-172,00"
14/04/23,16:12,2023,Abr,-180.00,Pix Enviado-Conta Transacional,,"-180,00"
14/04/23,16:59,2023,Abr,-987.47,Pagamento de Contas,,"-987,47"
14/04/23,17:52,2023,Abr,600.00,Transferência_LuchtTransportesLtda,,"600,00"
14/04/23,17:53,2023,Abr,-700.00,Pix Enviado-Conta Transacional,,"-700,00"
14/04/23,20:48,2023,Abr,-500.00,Pix Enviado-Conta Transacional,,"-500,00"
14/04/23,20:48,2023,Abr,700.00,Transferência_LuchtTransportesLtda,,"700,00"
15/04/23,14:35,2023,Abr,-100.00,Pix Enviado-Conta Transacional,,"-100,00"
15/04/23,15:29,2023,Abr,300.00,Transferência_LuchtTransportesLtda,,"300,00"
15/04/23,15:29,2023,Abr,-500.00,Pix Enviado-Conta Transacional,,"-500,00"
16/04/23,07:34,2023,Abr,3000.00,Transferência_LuchtTransportesLtda,,"3000,00"
16/04/23,07:37,2023,Abr,-2000.00,Pix Enviado-Conta Transacional,,"-2000,00"
16/04/23,11:57,2023,Abr,-105.02,Merc Nossa Senho Ap Cu,,"-105,02"
16/04/23,12:22,2023,Abr,-41.09,Supermercado Poema Cu,,"-41,09"
16/04/23,17:42,2023,Abr,-201.80,Auto Posto Jiris Cu,,"-201,80"
16/04/23,18:45,2023,Abr,-100.00,Saque Nacional ELO,,"-100,00"
16/04/23,20:29,2023,Abr,-172.00,Pix Enviado-Conta Transacional,,"-172,00"
17/04/23,06:54,2023,Abr,-61.49,Pao Nobre Cu,,"-61,49"
17/04/23,08:37,2023,Abr,-200.00,Pix Enviado-Conta Transacional,,"-200,00"
17/04/23,08:38,2023,Abr,300.00,Transferência_LuchtTransportesLtda,,"300,00"
17/04/23,11:13,2023,Abr,-150.00,Pix Enviado-Conta Transacional,,"-150,00"
17/04/23,12:08,2023,Abr,-58.00,Auto Posto Jiris Cu,,"-58,00"
17/04/23,12:34,2023,Abr,-150.00,Pix Enviado-Conta Transacional,,"-150,00"
17/04/23,16:50,2023,Abr,-700.00,Pix Enviado-Conta Transacional,,"-700,00"
17/04/23,16:50,2023,Abr,2000.00,Transferência_LuchtTransportesLtda,,"2000,00"
17/04/23,18:27,2023,Abr,-800.00,Pix Enviado-Conta Transacional,,"-800,00"
17/04/23,18:40,2023,Abr,-50.00,Saque Nacional ELO,,"-50,00"
